Player,Tournament,Tournament Rating,Shots,Shot+
"Richardson, B (Casper)",2024 GSOC Tour Challenge Tier 2,9.680625,113,106.006006
"Hosli, P (M Hosli)",2024 GSOC Tour Challenge Tier 2,9.680625,64,103.4161491
"Hausherr, J (M Hosli)",2024 GSOC Tour Challenge Tier 2,9.680625,64,105.5865922
"Sluchinski, A (Koe)",2024 GSOC Tour Challenge Tier 2,9.680625,78,108.0996885
"Hess, J (Stocker)",2024 GSOC Tour Challenge Tier 2,9.680625,65,108.1504702
"Gloor, S (M Hosli)",2024 GSOC Tour Challenge Tier 2,9.680625,64,100.9063444
"Eberhard, F (Stocker)",2024 GSOC Tour Challenge Tier 2,9.680625,63,97.91666667
"Harty, J (Van Amsterdam)",2024 GSOC Tour Challenge Tier 2,9.680625,78,107.1428571
"Wiebe, R (Mooibroek)",2024 GSOC Tour Challenge Tier 2,9.680625,90,110.8108108
"Webster, D (Sluchinski)",2024 GSOC Tour Challenge Tier 2,9.680625,78,101.9444444
"Yamaguchi, T (Yamaguchi)",2024 GSOC Tour Challenge Tier 2,9.680625,80,95.46827795
"Koizumi, S (Yamaguchi)",2024 GSOC Tour Challenge Tier 2,9.680625,80,98.59943978
"Yanagisawa, R (Yamaguchi)",2024 GSOC Tour Challenge Tier 2,9.680625,75,95.74468085
"Yamamoto, T (Yamaguchi)",2024 GSOC Tour Challenge Tier 2,9.680625,80,91.42011834
"Waddell, K (Waddell)",2024 GSOC Tour Challenge Tier 2,9.680625,86,106.4615385
"Ramsfjell, M (Ramsfjell)",2024 GSOC Tour Challenge Tier 2,9.680625,110,106.4615385
"Ramsfjell, B (Ramsfjell)",2024 GSOC Tour Challenge Tier 2,9.680625,110,105.3097345
"Sesaker, M (Ramsfjell)",2024 GSOC Tour Challenge Tier 2,9.680625,110,104.719764
"Nepstad, G (Ramsfjell)",2024 GSOC Tour Challenge Tier 2,9.680625,107,103.9548023
"Hosli, M (M Hosli)",2024 GSOC Tour Challenge Tier 2,9.680625,64,97.28915663
"Van Dorp, J (Gosgens)",2024 GSOC Tour Challenge Tier 2,9.680625,48,105.4545455
"Casper, D (Casper)",2024 GSOC Tour Challenge Tier 2,9.680625,92,98.48942598
"Purcell, O (Purcell)",2024 GSOC Tour Challenge Tier 2,9.680625,95,100
"Violette, L (Casper)",2024 GSOC Tour Challenge Tier 2,9.680625,105,102.4169184
"Messenzehl, F (Muskatewitz)",2024 GSOC Tour Challenge Tier 2,9.680625,82,101.7910448
"Kapp, B (Muskatewitz)",2024 GSOC Tour Challenge Tier 2,9.680625,81,104.1916168
"Scheuerl, J (Muskatewitz)",2024 GSOC Tour Challenge Tier 2,9.680625,82,103.8997214
"Saunders, L (Purcell)",2024 GSOC Tour Challenge Tier 2,9.680625,96,101.1869436
"White, E (Smith, T)",2024 GSOC Tour Challenge Tier 2,9.680625,38,89.07563025
"Cocks, A (Smith, T)",2024 GSOC Tour Challenge Tier 2,9.680625,38,105.7926829
"Smith, T (Smith, T)",2024 GSOC Tour Challenge Tier 2,9.680625,38,88.47352025
"Mooibroek, S (Mooibroek)",2024 GSOC Tour Challenge Tier 2,9.680625,89,105.2631579
"Muskatewitz, M (Muskatewitz)",2024 GSOC Tour Challenge Tier 2,9.680625,80,102.4464832
"Johnson, T (Kleiter)",2024 GSOC Tour Challenge Tier 2,9.680625,98,100.5617978
"Mattern, J (Kleiter)",2024 GSOC Tour Challenge Tier 2,9.680625,98,103.539823
"Kleiter, R (Kleiter)",2024 GSOC Tour Challenge Tier 2,9.680625,93,104.3613707
"Hall, M (Kleiter)",2024 GSOC Tour Challenge Tier 2,9.680625,98,107.761194
"Saccary, S (Purcell)",2024 GSOC Tour Challenge Tier 2,9.680625,96,101.497006
"Abraham, R (Purcell)",2024 GSOC Tour Challenge Tier 2,9.680625,95,96.94444444
"Matsumura, Y (Morozumi)",2024 GSOC Tour Challenge Tier 2,9.680625,76,99.09365559
"Iwai, M (Morozumi)",2024 GSOC Tour Challenge Tier 2,9.680625,76,97.76536313
"Camm, J (Howard)",2024 GSOC Tour Challenge Tier 2,9.680625,50,89.02439024
"Steele, N (Mooibroek)",2024 GSOC Tour Challenge Tier 2,9.680625,90,99.72067039
"Shukuya, R (Morozumi)",2024 GSOC Tour Challenge Tier 2,9.680625,76,96.07250755
"Morozumi, Y (Morozumi)",2024 GSOC Tour Challenge Tier 2,9.680625,73,94.09937888
"Lee, K (Park)",2024 GSOC Tour Challenge Tier 2,9.680625,62,101.3888889
"Park, J (Park)",2024 GSOC Tour Challenge Tier 2,9.680625,62,104.375
"Jeong, Y (Park)",2024 GSOC Tour Challenge Tier 2,9.680625,62,103.3232628
"Oh, S (Park)",2024 GSOC Tour Challenge Tier 2,9.680625,62,90.69069069
"Schwaller, K (Stocker)",2024 GSOC Tour Challenge Tier 2,9.680625,64,106.6066066
"Gallant, C (Smith, T)",2024 GSOC Tour Challenge Tier 2,9.680625,38,99.6996997
"Winkelhausen, T (Iseli)",2024 GSOC Tour Challenge Tier 2,9.680625,64,97.45042493
"Waddell, C (Waddell)",2024 GSOC Tour Challenge Tier 2,9.680625,86,101.7857143
"Oldenburg, A (Casper)",2024 GSOC Tour Challenge Tier 2,9.680625,113,97.15909091
"Barr, G (Waddell)",2024 GSOC Tour Challenge Tier 2,9.680625,86,96.94444444
"Taylor, M (Waddell)",2024 GSOC Tour Challenge Tier 2,9.680625,86,96.40718563
"Dunstone, M (Dunstone)",2024 GSOC Tour Challenge Tier 1,10.78533333,104,99.68553459
"Harnden, E (Dunstone)",2024 GSOC Tour Challenge Tier 1,10.78533333,129,99.09638554
"Harnden, R (Dunstone)",2024 GSOC Tour Challenge Tier 1,10.78533333,104,101.3888889
"Carruthers, R (Carruthers)",2024 GSOC Tour Challenge Tier 1,10.78533333,46,90.41533546
"Gallant, B (Jacobs)",2024 GSOC Tour Challenge Tier 1,10.78533333,64,104.7477745
"Walker, G (Gushue)",2024 GSOC Tour Challenge Tier 1,10.78533333,130,100.2777778
"Martin, K (Koe)",2024 GSOC Tour Challenge Tier 1,10.78533333,111,94.90084986
"Lott, C (Dunstone)",2024 GSOC Tour Challenge Tier 1,10.78533333,104,103.003003
"Hebert, B (Jacobs)",2024 GSOC Tour Challenge Tier 1,10.78533333,64,101.1142061
"Neufeld, B (Carruthers)",2024 GSOC Tour Challenge Tier 1,10.78533333,104,97.28915663
"Kennedy, M (Jacobs)",2024 GSOC Tour Challenge Tier 1,10.78533333,64,108.6567164
"Njegovan, C (Carruthers)",2024 GSOC Tour Challenge Tier 1,10.78533333,46,101.0928962
"Gushue, B (Gushue)",2024 GSOC Tour Challenge Tier 1,10.78533333,128,105.1987768
"Marsh, D (McEwen)",2024 GSOC Tour Challenge Tier 1,10.78533333,82,104.1899441
"Nichols, M (Gushue)",2024 GSOC Tour Challenge Tier 1,10.78533333,130,107.8549849
"Samagalski, D (Carruthers)",2024 GSOC Tour Challenge Tier 1,10.78533333,46,96.33027523
"Tardi, T (Koe)",2024 GSOC Tour Challenge Tier 1,10.78533333,108,93.05135952
"Koe, K (Koe)",2024 GSOC Tour Challenge Tier 1,10.78533333,71,92.23602484
"Schneider, C (Carruthers)",2024 GSOC Tour Challenge Tier 1,10.78533333,46,100.9174312
"McEwen, M (McEwen)",2024 GSOC Tour Challenge Tier 1,10.78533333,81,102.0958084
"Marsh, K (McEwen)",2024 GSOC Tour Challenge Tier 1,10.78533333,81,100.5970149
"Flasch, C (McEwen)",2024 GSOC Tour Challenge Tier 1,10.78533333,82,100.8955224
"Hardie, G (Mouat)",2024 GSOC Tour Challenge Tier 1,10.78533333,78,108.259587
"Petoud, A (Brunner)",2024 GSOC Tour Challenge Tier 1,10.78533333,62,100.8982036
"McMillan, H (Mouat)",2024 GSOC Tour Challenge Tier 1,10.78533333,77,103.8997214
"Schwaller, Y (Schwaller)",2024 GSOC Tour Challenge Tier 1,10.78533333,74,104.1297935
"Sundgren, C (Edin)",2024 GSOC Tour Challenge Tier 1,10.78533333,80,106.9637883
"Giovanella, M (Retornaz)",2024 GSOC Tour Challenge Tier 1,10.78533333,59,98.90410959
"Stopera, A (Dropkin)",2024 GSOC Tour Challenge Tier 1,10.78533333,53,92.1686747
"Lammie, B (Mouat)",2024 GSOC Tour Challenge Tier 1,10.78533333,77,99.40652819
"Howell, T (Dropkin)",2024 GSOC Tour Challenge Tier 1,10.78533333,53,98.86685552
"Fenner, M (Dropkin)",2024 GSOC Tour Challenge Tier 1,10.78533333,14,104.1666667
"Lachat, P (Schwaller)",2024 GSOC Tour Challenge Tier 1,10.78533333,76,100.2762431
"Eriksson, O (Edin)",2024 GSOC Tour Challenge Tier 1,10.78533333,80,100.3003003
"Mouat, B (Mouat)",2024 GSOC Tour Challenge Tier 1,10.78533333,78,106.9486405
"Michel, S (Schwaller)",2024 GSOC Tour Challenge Tier 1,10.78533333,74,106.547619
"Meier, R (Brunner)",2024 GSOC Tour Challenge Tier 1,10.78533333,62,98.52507375
"Edin, N (Edin)",2024 GSOC Tour Challenge Tier 1,10.78533333,78,105.5555556
"Schwarz, B (Schwaller)",2024 GSOC Tour Challenge Tier 1,10.78533333,74,106.006006
"Mosaner, A (Retornaz)",2024 GSOC Tour Challenge Tier 1,10.78533333,60,88.49557522
"Retornaz, J (Retornaz) ",2024 GSOC Tour Challenge Tier 1,10.78533333,59,98.76160991
"Wrana, R (Edin)",2024 GSOC Tour Challenge Tier 1,10.78533333,80,102.1021021
"Kyle, E (Whyte)",2024 GSOC Tour Challenge Tier 1,10.78533333,78,103.601108
"Dropkin, K (Dropkin)",2024 GSOC Tour Challenge Tier 1,10.78533333,40,81.28834356
"Whyte, R (Whyte)",2024 GSOC Tour Challenge Tier 1,10.78533333,76,105.6074766
"Gerlach, A (Brunner)",2024 GSOC Tour Challenge Tier 1,10.78533333,62,99.17582418
"Arman, S (Retornaz)",2024 GSOC Tour Challenge Tier 1,10.78533333,60,107.7844311
"Brunner, M (Brunner)",2024 GSOC Tour Challenge Tier 1,10.78533333,60,94.08099688
"McFadzean, D (Whyte)",2024 GSOC Tour Challenge Tier 1,10.78533333,78,109.3655589
"Brydone, R (Whyte)",2024 GSOC Tour Challenge Tier 1,10.78533333,78,106.9486405
"Hamilton, M (Shuster)",2024 GSOC Tour Challenge Tier 1,10.78533333,50,99.1643454
"Shuster, J (Shuster)",2024 GSOC Tour Challenge Tier 1,10.78533333,80,102.8037383
"Plys, C (Shuster)",2024 GSOC Tour Challenge Tier 1,10.78533333,80,99.10179641
"Landsteiner, J (Shuster)",2024 GSOC Tour Challenge Tier 1,10.78533333,30,104.2253521
"Jacobs, B (Jacobs)",2024 GSOC Tour Challenge Tier 1,10.78533333,63,105.8461538
"Watt, M (Craik)",2024 GSOC Tour Challenge Tier 1,10.78533333,80,89.22155689
"Haswell, B (Waddell)",2024 GSOC Tour Challenge Tier 1,10.78533333,79,97.50692521
"Craik, J (Craik)",2024 GSOC Tour Challenge Tier 1,10.78533333,79,104.375
"Bryce, A (Waddell)",2024 GSOC Tour Challenge Tier 1,10.78533333,78,98.21958457
"Hufman, C (Shuster)",2024 GSOC Tour Challenge Tier 1,10.78533333,80,95.82089552
"McCall, R (Bryce)",2024 GSOC Tour Challenge Tier 1,10.78533333,54,100.8287293
"Menzies, D (Bryce)",2024 GSOC Tour Challenge Tier 1,10.78533333,54,88.37920489
"Bryce, C (Bryce)",2024 GSOC Tour Challenge Tier 1,10.78533333,53,97.43589744
"Shukuya, R (Morozumi)",2024 GSOC Tour Challenge Tier 1,10.78533333,0,0
"Hyslop, S (Bryce)",2024 GSOC Tour Challenge Tier 1,10.78533333,54,101.5337423
"Bottcher, B (Gushue)",2024 Pan Continental Championships,9.1025,158,118.627451
"Walker, G (Gushue)",2024 Pan Continental Championships,9.1025,154,110.8761329
"Gushue, B (Gushue)",2024 Pan Continental Championships,9.1025,157,111.0367893
"Nichols, M (Gushue)",2024 Pan Continental Championships,9.1025,158,111.3268608
"Hamilton, M (Shuster)",2024 Pan Continental Championships,9.1025,152,108.0838323
"Shuster, J (Shuster)",2024 Pan Continental Championships,9.1025,151,112.3745819
"Plys, C (Shuster)",2024 Pan Continental Championships,9.1025,152,112.1710526
"Hood, A (Hood)",2024 Pan Continental Championships,9.1025,108,100.660066
"Walker, H (Hood)",2024 Pan Continental Championships,9.1025,102,103.4920635
"Smith, B (Hood)",2024 Pan Continental Championships,9.1025,108,107.5163399
"Sargon, B (Hood)",2024 Pan Continental Championships,9.1025,104,101.8461538
"Hewitt, D (Millikin)",2024 Pan Continental Championships,9.1025,124,102.0547945
"Davis, T (Millikin)",2024 Pan Continental Championships,9.1025,125,101.6393443
"Hsu, K (Hsu, K)",2024 Pan Continental Championships,9.1025,96,90.09009009
"Hsu, N (Hsu, K)",2024 Pan Continental Championships,9.1025,16,85.61643836
"Fei, X (Xu)",2024 Pan Continental Championships,9.1025,172,107.3482428
"Li, Z (Xu)",2024 Pan Continental Championships,9.1025,156,110.9422492
"Hufman, C (Shuster)",2024 Pan Continental Championships,9.1025,152,109.5081967
"Shimizu, T (Abe)",2024 Pan Continental Championships,9.1025,147,104.4067797
"Tsuruga, S (Abe)",2024 Pan Continental Championships,9.1025,152,106.3253012
"Abe, S (Abe)",2024 Pan Continental Championships,9.1025,153,101.2987013
"Casey, A (Gushue)",2024 Pan Continental Championships,9.1025,4,114.6131805
"Palanuik, J (Hood)",2024 Pan Continental Championships,9.1025,10,113.3144476
"Xu, X (Xu)",2024 Pan Continental Championships,9.1025,156,110.9422492
"Ye, J (Xu)",2024 Pan Continental Championships,9.1025,16,110.3343465
"Kim, E (Lee)",2024 Pan Continental Championships,9.1025,118,110.031348
"Wang, Z (Xu)",2024 Pan Continental Championships,9.1025,172,107.9365079
"Kim, J (Lee)",2024 Pan Continental Championships,9.1025,18,105.952381
"Sato, H (Abe)",2024 Pan Continental Championships,9.1025,154,105.483871
"Pyo, J (Lee)",2024 Pan Continental Championships,9.1025,100,105.362776
"Kim, H (Lee)",2024 Pan Continental Championships,9.1025,118,104.2207792
"Millikin, H (Millikin)",2024 Pan Continental Championships,9.1025,92,103.2352941
"Johns, S (Millikin)",2024 Pan Continental Championships,9.1025,126,99.33333333
"Lee, J (Lee)",2024 Pan Continental Championships,9.1025,117,97.63513514
"Hewitt, S (Millikin)",2024 Pan Continental Championships,9.1025,34,94.69026549
"Lee, V (Hsu, K)",2024 Pan Continental Championships,9.1025,80,84.74576271
"Stevens, E (Hsu, K)",2024 Pan Continental Championships,9.1025,95,71.32616487
"Liu, L (Hsu, K)",2024 Pan Continental Championships,9.1025,96,71.95945946
"Dunstone, M (Dunstone)",2024 GSOC Canadian Open,10.679375,85,101.863354
"Bottcher, B (Gushue)",2024 GSOC Canadian Open,10.679375,102,100.5970149
"Harnden, R (Dunstone)",2024 GSOC Canadian Open,10.679375,86,105.2631579
"Carruthers, R (Carruthers)",2024 GSOC Canadian Open,10.679375,56,97.84615385
"Gallant, B (Jacobs)",2024 GSOC Canadian Open,10.679375,66,110.5105105
"Walker, G (Gushue)",2024 GSOC Canadian Open,10.679375,102,103.6211699
"Martin, K (Koe)",2024 GSOC Canadian Open,10.679375,58,101.9178082
"Lott, C (Dunstone)",2024 GSOC Canadian Open,10.679375,86,103.5294118
"Hebert, B (Jacobs)",2024 GSOC Canadian Open,10.679375,68,104.7486034
"Neufeld, B (Carruthers)",2024 GSOC Canadian Open,10.679375,86,102.7027027
"Kennedy, M (Jacobs)",2024 GSOC Canadian Open,10.679375,66,110.3030303
"Njegovan, C (Carruthers)",2024 GSOC Canadian Open,10.679375,56,95.89041096
"Gushue, B (Gushue)",2024 GSOC Canadian Open,10.679375,100,112.9337539
"Marsh, D (McEwen)",2024 GSOC Canadian Open,10.679375,68,104.4444444
"Nichols, M (Gushue)",2024 GSOC Canadian Open,10.679375,102,106.3063063
"Samagalski, D (Carruthers)",2024 GSOC Canadian Open,10.679375,56,98.16513761
"Tardi, T (Koe)",2024 GSOC Canadian Open,10.679375,58,92.19219219
"Koe, K (Koe)",2024 GSOC Canadian Open,10.679375,58,91.31832797
"Schneider, C (Carruthers)",2024 GSOC Canadian Open,10.679375,56,99.39577039
"McEwen, M (McEwen)",2024 GSOC Canadian Open,10.679375,68,113.0990415
"Marsh, K (McEwen)",2024 GSOC Canadian Open,10.679375,68,107.8549849
"Flasch, C (McEwen)",2024 GSOC Canadian Open,10.679375,67,95.42682927
"Hardie, G (Mouat)",2024 GSOC Canadian Open,10.679375,95,110.5571848
"Petoud, A (Brunner)",2024 GSOC Canadian Open,10.679375,64,93.33333333
"McMillan, H (Mouat)",2024 GSOC Canadian Open,10.679375,97,108.6834734
"Schwaller, Y (Schwaller)",2024 GSOC Canadian Open,10.679375,82,105.4054054
"Sundgren, C (Edin)",2024 GSOC Canadian Open,10.679375,73,108.5872576
"Giovanella, M (Retornaz)",2024 GSOC Canadian Open,10.679375,92,103.8888889
"Lammie, B (Mouat)",2024 GSOC Canadian Open,10.679375,96,110.9792285
"Lachat, P (Schwaller)",2024 GSOC Canadian Open,10.679375,82,102.2284123
"Eriksson, O (Edin)",2024 GSOC Canadian Open,10.679375,74,110.2409639
"Mouat, B (Mouat)",2024 GSOC Canadian Open,10.679375,94,115.2439024
"Michel, S (Schwaller)",2024 GSOC Canadian Open,10.679375,82,102.4024024
"Meier, R (Brunner)",2024 GSOC Canadian Open,10.679375,64,98.4984985
"Edin, N (Edin)",2024 GSOC Canadian Open,10.679375,72,107.8616352
"Schwarz, B (Schwaller)",2024 GSOC Canadian Open,10.679375,81,95.0310559
"Mosaner, A (Retornaz)",2024 GSOC Canadian Open,10.679375,92,104.8484848
"Retornaz, J (Retornaz) ",2024 GSOC Canadian Open,10.679375,90,100
"Wrana, R (Edin)",2024 GSOC Canadian Open,10.679375,72,108.4084084
"Kyle, E (Whyte)",2024 GSOC Canadian Open,10.679375,76,104.4444444
"Whyte, R (Whyte)",2024 GSOC Canadian Open,10.679375,76,108
"Gerlach, A (Brunner)",2024 GSOC Canadian Open,10.679375,64,101.3927577
"Arman, S (Retornaz)",2024 GSOC Canadian Open,10.679375,92,106.8862275
"Hosli, P (M Hosli)",2024 GSOC Canadian Open,10.679375,58,107.7399381
"Brunner, M (Brunner)",2024 GSOC Canadian Open,10.679375,59,101.8691589
"Hausherr, J (M Hosli)",2024 GSOC Canadian Open,10.679375,58,104.4692737
"McFadzean, D (Whyte)",2024 GSOC Canadian Open,10.679375,76,110.4477612
"Brydone, R (Whyte)",2024 GSOC Canadian Open,10.679375,76,109.3373494
"Sluchinski, A (Koe)",2024 GSOC Canadian Open,10.679375,58,103.6809816
"Gloor, S (M Hosli)",2024 GSOC Canadian Open,10.679375,57,102.7190332
"Hamilton, M (Shuster)",2024 GSOC Canadian Open,10.679375,56,104.8710602
"Shuster, J (Shuster)",2024 GSOC Canadian Open,10.679375,34,91.0543131
"Plys, C (Shuster)",2024 GSOC Canadian Open,10.679375,54,110.3343465
"Landsteiner, J (Shuster)",2024 GSOC Canadian Open,10.679375,18,102.4793388
"Hosli, M (M Hosli)",2024 GSOC Canadian Open,10.679375,58,98.7804878
"Jacobs, B (Jacobs)",2024 GSOC Canadian Open,10.679375,64,107.9754601
"Watt, M (Waddell)",2024 GSOC Canadian Open,10.679375,57,110.2719033
"Haswell, B (Waddell)",2024 GSOC Canadian Open,10.679375,58,99.72299169
"Craik, J (Craik)",2024 GSOC Canadian Open,10.679375,56,100.6329114
"Bryce, A (Waddell)",2024 GSOC Canadian Open,10.679375,58,99.69604863
"Hufman, C (Shuster)",2024 GSOC Canadian Open,10.679375,54,94.46153846
"Johnson, T (Kleiter)",2024 GSOC Canadian Open,10.679375,58,101.6528926
"Mattern, J (Kleiter)",2024 GSOC Canadian Open,10.679375,58,102.3880597
"Kleiter, R (Kleiter)",2024 GSOC Canadian Open,10.679375,58,99.68944099
"Hall, M (Kleiter)",2024 GSOC Canadian Open,10.679375,58,95.1951952
